COG20_FUNCTION	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_M	p_MF	N_M	N_MF
Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)!!!Cupin domain protein related to quercetin dioxygenase (QdoI) (PDB:2H0V)	0	1	1	NA	COG1396!!!COG1917	GC_00001471, GC_00001490, GC_00001507, GC_00002606	1	1	1	1
3',5'-cyclic AMP phosphodiesterase CpdA (CpdA) (PDB:2ZO9)	0	1	1	NA	COG1409	GC_00002059, GC_00003284, GC_00004845, GC_00004953, GC_00007687	1	1	1	1
FoF1-type ATP synthase, membrane subunit b or b' (AtpF) (PDB:1B9U)	0	1	1	NA	COG0711	GC_00004622, GC_00004753, GC_00004932	1	1	1	1
DNA-binding protein Fis (factor for inversion stimulation) (Fis) (PDB:1ETK)	0	1	1	NA	COG2901	GC_00005371, GC_00005754	1	1	1	1
S-formylglutathione hydrolase FrmB (FrmB) (PDB:1DQY)	0	1	1	NA	COG0627	GC_00000220	1	1	1	1
3-hydroxyisobutyrate dehydrogenase or related beta-hydroxyacid dehydrogenase (MmsB) (PDB:1I36)	0	1	1	NA	COG2084	GC_00000447, GC_00000849, GC_00003621, GC_00003867, GC_00004975, GC_00006716, GC_00007794	1	1	1	1
Type II secretory pathway component GspD/PulD (secretin) (PulD) (PDB:5TCQ)	0	1	1	NA	COG1450	GC_00001525, GC_00005159, GC_00006017	1	1	1	1
NDP-sugar pyrophosphorylase, includes eIF-2Bgamma, eIF-2Bepsilon, and LPS biosynthesis protein s (GCD1) (PDB:6JQ8)	0	1	1	NA	COG1208	GC_00002157, GC_00002997, GC_00006570, GC_00007050	1	1	1	1
Isocitrate/isopropylmalate dehydrogenase (LeuB) (PDB:1GC9)	0	1	1	NA	COG0473	GC_00000141, GC_00001437, GC_00002973	1	1	1	1
Formate-dependent phosphoribosylglycinamide formyltransferase (GAR transformylase) (PurT) (PDB:1KJ8)	0	1	1	NA	COG0027	GC_00000714	1	1	1	1
Circularly permuted ATP-grasp protein (PDB:3N6X) (PUBMED:20023723)	0	1	1	NA	COG2308	GC_00000629	1	1	1	1
Ribosomal protein S13 (RpsM) (PDB:4V4H)	0	1	1	NA	COG0099	GC_00000471	1	1	1	1
23S rRNA accumulation protein YceD (essential in plants, uncharacterized in bacteria) (YceD) (PUBMED:27574185)	0	1	1	NA	COG1399	GC_00006823, GC_00007167	1	1	1	1
mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system (RelE) (PDB:1WMI)	0	1	1	NA	COG2026	GC_00007693, GC_00008506	1	1	1	1
Uncharacterized membrane protein YphA, DoxX/SURF4 family (DoxX)	0	1	1	NA	COG2259	GC_00000255, GC_00001811, GC_00005130, GC_00007912, GC_00008230	1	1	1	1
Ribosomal protein S21 (RpsU) (PDB:4V4H)	0	1	1	NA	COG0828	GC_00000357	1	1	1	1
ATP-dependent Clp protease, ATP-binding subunit ClpA (ClpA) (PDB:1KSF)	0	1	1	NA	COG0542	GC_00000461, GC_00000886, GC_00002751, GC_00004592	1	1	1	1
Ribonucleotide reductase beta subunit, ferritin-like domain (NrdB) (PDB:1AV8)	0	1	1	NA	COG0208	GC_00000832	1	1	1	1
K+-transporting ATPase, KdpC subunit (KdpC) (PDB:5MRW)	0	1	1	NA	COG2156	GC_00000589, GC_00003492, GC_00005007, GC_00005554	1	1	1	1
Phosphohistidine phosphatase SixA (SixA) (PDB:1UJB)	0	1	1	NA	COG2062	GC_00001906, GC_00002183	1	1	1	1
ABC-type sugar transport system, ATPase component MalK (MalK) (PDB:2ONK)	0	1	1	NA	COG3839	GC_00000074, GC_00000833, GC_00001529, GC_00003887	1	1	1	1
Homoaconitase/3-isopropylmalate dehydratase large subunit (LeuC) (PDB:4KP1)	0	1	1	NA	COG0065	GC_00000046	1	1	1	1
Acyl-CoA:acetate/3-ketoacid CoA transferase, beta subunit (AtoA) (PDB:5DBN)	0	1	1	NA	COG2057	GC_00000036, GC_00005251, GC_00008186	1	1	1	1
Transcriptional regulator NrdR, contains Zn-ribbon and ATP-cone domains (NrdR)	0	1	1	NA	COG1327	GC_00000235	1	1	1	1
Pantothenate kinase type III (CoaX) (PDB:2F9T)	0	1	1	NA	COG1521	GC_00001721, GC_00006719	1	1	1	1
Membrane-bound lytic murein transglycosylase (MltA) (PDB:2AE0)	0	1	1	NA	COG2821	GC_00001222, GC_00003564	1	1	1	1
PII-like signaling protein (PDB:1O51)	0	1	1	NA	COG1993	GC_00000340	1	1	1	1
Uncharacterized membrane protein YqaA, VTT domain (YgaA)	0	1	1	NA	COG1238	GC_00001694, GC_00004895	1	1	1	1
Predicted N-acyltransferase, GNAT family (ElaA) (PDB:1XEB)	0	1	1	NA	COG2153	GC_00002465, GC_00003145, GC_00007793, GC_00008094	1	1	1	1
Mg2+ and Co2+ transporter CorB, contains DUF21, CBS pair, and CorC-HlyC domains (CorB) (PUBMED:1779764)	0	1	1	NA	COG4536	GC_00003122, GC_00004647	1	1	1	1
Glycine cleavage system protein T (aminomethyltransferase) (GcvT) (PDB:2GAH) (PUBMED:25433025;25505271)	0	1	1	NA	COG0404	GC_00000428, GC_00005390	1	1	1	1
Adenylylsulfate kinase or related kinase (CysC) (PDB:2GKS)!!!Sulfate adenylyltransferase subunit 1, EFTu-like GTPase family (CysN) (PDB:1ZUN)	0	1	1	NA	COG0529!!!COG2895	GC_00000881, GC_00001375	1	1	1	1
Acetolactate synthase, small subunit (IlvH) (PDB:2F1F)	0	1	1	NA	COG0440	GC_00000760	1	1	1	1
Carbonic anhydrase or acetyltransferase, isoleucine patch superfamily (PaaY) (PDB:6IVE)	0	1	1	NA	COG0663	GC_00000872, GC_00001463, GC_00005653, GC_00006179, GC_00006568, GC_00007521	1	1	1	1
Metal-dependent amidase/aminoacylase/carboxypeptidase (AbgB) (PDB:3RAM) (PUBMED:17307853)	0	1	1	NA	COG1473	GC_00000030, GC_00001219, GC_00001355, GC_00003622	1	1	1	1
DNA repair protein RadA/Sms, contains AAA+ ATPase domain (Sms) (PDB:5LKM) (PUBMED:30877841)	0	1	1	NA	COG1066	GC_00000558	1	1	1	1
Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK (TesA) (PDB:1BWP)	0	1	1	NA	COG2755	GC_00003311, GC_00007006, GC_00007656, GC_00007729, GC_00008131, GC_00008293	1	1	1	1
Urease accessory protein UreE (UreE) (PDB:1EAR)	0	1	1	NA	COG2371	GC_00002275, GC_00005971	1	1	1	1
GTP cyclohydrolase I (FolE) (PDB:1A8R) (PUBMED:19767425;30692671)	0	1	1	NA	COG0302	GC_00000111	1	1	1	1
Sugar lactone lactonase YvrE (YvrE) (PDB:1E1A)	0	1	1	NA	COG3386	GC_00000838, GC_00001652, GC_00006242, GC_00006837	1	1	1	1
Dihydrofolate reductase (FolA) (PDB:1DDR)	0	1	1	NA	COG0262	GC_00001415, GC_00002436, GC_00005165, GC_00006157	1	1	1	1
Isoleucyl-tRNA synthetase (IleS) (PDB:1FFY)	0	1	1	NA	COG0060	GC_00000709	1	1	1	1
Aspartate oxidase (NadB) (PDB:1KNP)	0	1	1	NA	COG0029	GC_00000686, GC_00001306	1	1	1	1
PAS domain (PAS) (PDB:2MWG)	0	1	1	NA	COG2202	GC_00005850, GC_00007122	1	1	1	1
Predicted Fe2+/Mn2+ transporter, VIT1/CCC1 family (Ccc1) (PDB:6IU3)	0	1	1	NA	COG1814	GC_00000232, GC_00006506	1	1	1	1
5'-3' exonuclease Xni/ExoIX (flap endonuclease) (ExoIX) (PDB:3ZDA) (PUBMED:19000038;23821668)!!!DNA polymerase I, 3'-5' exonuclease and polymerase domains (PolA) (PDB:1D8Y)	0	1	1	NA	COG0258!!!COG0749	GC_00000887	1	1	1	1
Cytochrome c2 (Cyc7) (PDB:1YEA)	0	1	1	NA	COG3474	GC_00002853, GC_00004279, GC_00007189	1	1	1	1
Peptide methionine sulfoxide reductase MsrA (MsrA) (PDB:1FF3)	0	1	1	NA	COG0225	GC_00000779, GC_00003439, GC_00005703, GC_00006883	1	1	1	1
Single-stranded DNA-binding protein (Ssb) (PDB:1EQQ)	0	1	1	NA	COG0629	GC_00000804	1	1	1	1
Adenosine/AMP kinase (PDB:1RLH)	0	1	1	NA	COG1839	GC_00001105	1	1	1	1
Outer membrane lipoprotein LpoA, binds and activates PBP1a (LpoA) (PDB:2MHK) (PUBMED:21183074)	0	1	1	NA	COG3107	GC_00004735, GC_00006755	1	1	1	1
IMP dehydrogenase/GMP reductase (GuaB) (PDB:1B3O)!!!Predicted transcriptional regulator, contains C-terminal CBS domains	0	1	1	NA	COG0516!!!COG2524	GC_00000565	1	1	1	1
DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain (ComFC) (PUBMED:28618091)	0	1	1	NA	COG1040	GC_00001245, GC_00001349	1	1	1	1
Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family (PaaK) (PDB:2Y4O)	0	1	1	NA	COG1541	GC_00001859, GC_00003257	1	1	1	1
Uncharacterized conserved protein, phosphatidylethanolamine-binding protein (PEBP) family (PEBP) (PDB:1A44)	0	1	1	NA	COG1881	GC_00000880, GC_00002707, GC_00005992, GC_00006870	1	1	1	1
Soluble lytic murein transglycosylase or regulatory protein s ( may contain LysM/invasin domain) (MltE) (PDB:153L)!!!LysM repeat (LysM) (PDB:1E0G)	0	1	1	NA	COG0741!!!COG1388	GC_00001337, GC_00003711	1	1	1	1
Riboflavin transporter RibN, EamA domain (RibN) (PUBMED:23935051)	0	1	1	NA	COG2510	GC_00004089, GC_00007336	1	1	1	1
Methylase of polypeptide chain release factors (HemK) (PDB:1NV8)	0	1	1	NA	COG2890	GC_00001905, GC_00002510, GC_00003448, GC_00005527, GC_00005657, GC_00007187, GC_00007791	1	1	1	1
ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	0	1	1	NA	COG0444	GC_00000515, GC_00001168, GC_00002949, GC_00005491, GC_00006965, GC_00007557	1	1	1	1
Flagellar motor protein MotB (MotB)	0	1	1	NA	COG1360	GC_00004175, GC_00005564, GC_00005866, GC_00006660, GC_00006984	1	1	1	1
Cytochrome c oxidase assembly protein Cox11 (COX11) (PDB:1SO9)	0	1	1	NA	COG3175	GC_00005619, GC_00006342	1	1	1	1
Selenocysteine lyase/Cysteine desulfurase (CsdA) (PDB:4LW2)	0	1	1	NA	COG0520	GC_00004040, GC_00006266, GC_00006531, GC_00008471	1	1	1	1
ABC-type polysaccharide/polyol phosphate transport system, ATPase component (TagH) (PDB:6JBH)	0	1	1	NA	COG1134	GC_00005515, GC_00007112, GC_00007644	1	1	1	1
Transcription antitermination protein NusB (NusB) (PDB:1EY1) (PUBMED:21652641)	0	1	1	NA	COG0781	GC_00001651, GC_00007266	1	1	1	1
Histidinol dehydrogenase (HisD) (PDB:1K75)	0	1	1	NA	COG0141	GC_00000320	1	1	1	1
Fe2+ or Zn2+ uptake regulation protein Fur/Zur (Fur) (PDB:1MZB)	0	1	1	NA	COG0735	GC_00000328, GC_00001789, GC_00002821, GC_00006276	1	1	1	1
Predicted secreted (periplasmic) protein	0	1	1	NA	COG3471	GC_00005033, GC_00007871	1	1	1	1
ATP phosphoribosyltransferase regulatory subunit HisZ (HisZ) (PDB:3OD1) (PUBMED:9767141)	0	1	1	NA	COG3705	GC_00003927, GC_00006969	1	1	1	1
Primosomal protein N' (replication factor Y) - superfamily II helicase (PriA) (PDB:6DCR)	0	1	1	NA	COG1198	GC_00002054, GC_00004536	1	1	1	1
NADPH-dependent curcumin reductase CurA (CurA) (PDB:1V3T) (PUBMED:21467222)	0	1	1	NA	COG2130	GC_00003203, GC_00004931, GC_00006750	1	1	1	1
Ribosomal protein L25 (general stress protein Ctc) (RplY) (PDB:1B75)	0	1	1	NA	COG1825	GC_00004710, GC_00006024	1	1	1	1
Isopropylmalate/homocitrate/citramalate synthases (LeuA) (PDB:4JN6)	0	1	1	NA	COG0119	GC_00000057, GC_00000166, GC_00000580, GC_00001584	1	1	1	1
Endonuclease III (Nth) (PDB:4UOB)	0	1	1	NA	COG0177	GC_00001035	1	1	1	1
Pterin-4a-carbinolamine dehydratase (PhhB) (PDB:1DCH)	0	1	1	NA	COG2154	GC_00001210, GC_00003802	1	1	1	1
Formamidopyrimidine-DNA glycosylase (Nei) (PDB:1EE8)	0	1	1	NA	COG0266	GC_00000690	1	1	1	1
Predicted glycosyl hydrolase, alpha amylase family (PDB:4S1A)	0	1	1	NA	COG1306	GC_00000910	1	1	1	1
Membrane-anchored ribosome-binding protein ElaB, inhibits growth in stationary phase, YqjD/DUF883 family (ElaB)	0	1	1	NA	COG4575	GC_00001146, GC_00002710, GC_00004565, GC_00005074, GC_00007034	1	1	1	1
Predicted exporter	0	1	1	NA	COG4258	GC_00006742, GC_00007683	1	1	1	1
tRNA C32,U32 (ribose-2'-O)-methylase TrmJ or a related methyltransferase (TrmJ) (PDB:3ONP)	0	1	1	NA	COG0565	GC_00005987, GC_00006938	1	1	1	1
Phosphate uptake regulator PhoU (PhoU) (PDB:1T8B)	0	1	1	NA	COG0704	GC_00003016, GC_00004965	1	1	1	1
Predicted exporter protein, RND superfamily (MMPL) (PDB:5KHN)	0	1	1	NA	COG1033	GC_00001164, GC_00002709, GC_00003094, GC_00004416, GC_00005295, GC_00007192, GC_00008401	1	1	1	1
Peroxiredoxin (Bcp) (PDB:5IPH)	0	1	1	NA	COG1225	GC_00000598, GC_00000771, GC_00003857, GC_00005079, GC_00006348	1	1	1	1
Ribosomal protein S17 (RpsQ) (PDB:4V4H)	0	1	1	NA	COG0186	GC_00000894	1	1	1	1
Methylglyoxal synthase (MgsA) (PDB:1S8A) (PUBMED:9665712)	0	1	1	NA	COG1803	GC_00003102, GC_00007327	1	1	1	1
Uncharacterized membrane protein YadS, UPF0324 family (YeiH)	0	1	1	NA	COG2855	GC_00004702, GC_00006053	1	1	1	1
Heat shock protein HslJ (HslJ) (PDB:2KTS)	0	1	1	NA	COG3187	GC_00003419, GC_00007010	1	1	1	1
Membrane component of predicted Mg2+ transport system, contains DUF4010 domain (MgtC)	0	1	1	NA	COG3174	GC_00004013, GC_00006555	1	1	1	1
D-alanyl-D-alanine carboxypeptidase (DacB) (PDB:1W5D)	0	1	1	NA	COG2027	GC_00003446, GC_00004142	1	1	1	1
Chaperonin GroEL (HSP60 family) (GroEL) (PDB:1AON)	0	1	1	NA	COG0459	GC_00000164	1	1	1	1
4-hydroxybenzoate polyprenyltransferase (UbiA) (PDB:4OD4) (PUBMED:28830929)	0	1	1	NA	COG0382	GC_00001064, GC_00001447	1	1	1	1
Glutamate synthase domain 1 (GltB1) (PDB:1EA0)!!!Glutamate synthase domain 2 (GltB2) (PDB:1EA0)!!!Glutamate synthase domain 3 (GltB3) (PDB:1EA0)	0	1	1	NA	COG0067!!!COG0069!!!COG0070	GC_00007504, GC_00008485	1	1	1	1
Chorismate synthase (AroC) (PDB:1Q1L)	0	1	1	NA	COG0082	GC_00001159	1	1	1	1
Ferredoxin subunit of nitrite reductase or a ring-hydroxylating dioxygenase (NirD) (PDB:1FQT) (PUBMED:23844911)	0	1	1	NA	COG2146	GC_00000666, GC_00001221, GC_00001376, GC_00001515, GC_00003351, GC_00006397, GC_00006847, GC_00007109, GC_00007288	1	1	1	1
Fatty-acid desaturase (OLE1) (PDB:4YMK)	0	1	1	NA	COG1398	GC_00004948, GC_00005252	1	1	1	1
Ribosome maturation factor RimP (RimP) (PDB:1IB8)	0	1	1	NA	COG0779	GC_00007486, GC_00008165	1	1	1	1
CTP synthase (UTP-ammonia lyase) (PyrG) (PDB:1S1M)	0	1	1	NA	COG0504	GC_00000420	1	1	1	1
Superfamily II DNA helicase RecQ (RecQ) (PDB:1OYW)	0	1	1	NA	COG0514	GC_00000413, GC_00004445	1	1	1	1
3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase (AroG1) (PDB:6U8J)	0	1	1	NA	COG0722	GC_00001869, GC_00001876, GC_00008128	1	1	1	1
DNA-binding global transcriptional regulator BolA, affects cell shape, cell division and biofilm formation (BolA) (PDB:2DHM) (PUBMED:19111750;2569159)	0	1	1	NA	COG0271	GC_00003130, GC_00004043	1	1	1	1
Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71)	0	1	1	NA	COG1062	GC_00000176	1	1	1	1
Methionine aminopeptidase (Map) (PDB:3J2I)	0	1	1	NA	COG0024	GC_00000640	1	1	1	1
16S rRNA G966 N2-methylase RsmD (RsmD) (PDB:2IFT)	0	1	1	NA	COG0742	GC_00001520, GC_00003050, GC_00007126	1	1	1	1
Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component (YbbP)	0	1	1	NA	COG3127	GC_00005757, GC_00007535	1	1	1	1
Methylase of chemotaxis methyl-accepting proteins (CheR) (PDB:1AF7)	0	1	1	NA	COG1352	GC_00004899, GC_00006480, GC_00006992, GC_00008232	1	1	1	1
Endolytic transglycosylase MltG, terminates peptidoglycan polymerization (MltG) (PDB:2R1F) (PUBMED:26507882)	0	1	1	NA	COG1559	GC_00006456, GC_00008314	1	1	1	1
Serine/threonine protein kinase HipA, toxin component of the HipAB toxin-antitoxin module (HipA) (PDB:2WIU)	0	1	1	NA	COG3550	GC_00004813, GC_00005086, GC_00005514, GC_00007304	1	1	1	1
Putative lipoate-binding regulatory protein, UPF0250 family (YbeD) (PDB:1RWU) (PUBMED:15547281)	0	1	1	NA	COG2921	GC_00005551, GC_00006211	1	1	1	1
DNA segregation ATPase FtsK/SpoIIIE or related protein (FtsK) (PDB:2IUT)	0	1	1	NA	COG1674	GC_00001902, GC_00007403, GC_00007591	1	1	1	1
Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase (LdhA) (PDB:1DXY)	0	1	1	NA	COG1052	GC_00002915, GC_00002984, GC_00003242, GC_00003450, GC_00005794, GC_00005943, GC_00006375, GC_00006575	1	1	1	1
Aspartate 1-decarboxylase (PanD) (PDB:1AW8)	0	1	1	NA	COG0853	GC_00000850	1	1	1	1
Carbamoylphosphate synthase large subunit (CarB) (PDB:1C30)	0	1	1	NA	COG0458	GC_00000928	1	1	1	1
CMP-2-keto-3-deoxyoctulosonic acid synthetase (KdsB) (PDB:1VH1)	0	1	1	NA	COG1212	GC_00000322	1	1	1	1
6-phosphogluconolactonase, cycloisomerase 2 family (Pgl) (PDB:1JOF)	0	1	1	NA	COG2706	GC_00004146, GC_00004449	1	1	1	1
K+-sensing histidine kinase KdpD (KdpD) (PDB:2KSF)	0	1	1	NA	COG2205	GC_00001096, GC_00005423, GC_00006236, GC_00007147	1	1	1	1
Ribosomal protein L33 (RpmG) (PDB:1VS6)	0	1	1	NA	COG0267	GC_00000975	1	1	1	1
Uncharacterized membrane protein YgcG, contains a TPM-fold domain (YgcG) (PDB:2KW7)	0	1	1	NA	COG1512	GC_00003747, GC_00008481	1	1	1	1
ATP-, maltotriose- and DNA-dependent transcriptional regulator MalT (MalT)	0	1	1	NA	COG2909	GC_00000727, GC_00006324	1	1	1	1
Thiamine monophosphate synthase (ThiE) (PDB:1G4T) (PUBMED:19060138)	0	1	1	NA	COG0352	GC_00004373, GC_00006914	1	1	1	1
tRNA-dihydrouridine synthase (DusA) (PDB:1VHN)	0	1	1	NA	COG0042	GC_00000356, GC_00000728, GC_00006906	1	1	1	1
Uncharacterized conserved protein YaiL, DUF2058 family (YaiL)	0	1	1	NA	COG3122	GC_00006538, GC_00006728	1	1	1	1
Polyferredoxin NapH (NapH) (PUBMED:27322068)	0	1	1	NA	COG0348	GC_00000360, GC_00004587, GC_00008489	1	1	1	1
UDP-glucose 6-dehydrogenase (Ugd) (PDB:1DLI)	0	1	1	NA	COG1004	GC_00000257	1	1	1	1
Peptidyl-prolyl cis-trans isomerase, FKBP type (SlpA) (PDB:2M2A)	0	1	1	NA	COG1047	GC_00002685, GC_00006152, GC_00006628, GC_00007743	1	1	1	1
Site-specific recombinase XerC (XerC)	0	1	1	NA	COG4973	GC_00002296, GC_00003236, GC_00005519, GC_00008280	1	1	1	1
4-hydroxybenzoate synthetase (chorismate-pyruvate lyase) (UbiC) (PDB:1FW9)	0	1	1	NA	COG3161	GC_00004840, GC_00007030	1	1	1	1
D-arabinose 5-phosphate isomerase GutQ (GutQ) (PDB:5UQI)!!!Signal-transduction protein containing cAMP-binding, CBS, and nucleotidyltransferase domains	0	1	1	NA	COG0794!!!COG2905	GC_00001010	1	1	1	1
tRNA G46 N7-methylase TrmB (TrmB) (PDB:1YZH) (PUBMED:19373903;16600901)	0	1	1	NA	COG0220	GC_00002260, GC_00005255, GC_00008373	1	1	1	1
Exopolyphosphatase/pppGpp-phosphohydrolase (GppA) (PDB:1T6C)	0	1	1	NA	COG0248	GC_00002335, GC_00003072	1	1	1	1
Ribosome recycling factor (Frr) (PDB:1DD5)	0	1	1	NA	COG0233	GC_00000898	1	1	1	1
Type IV pilus assembly protein PilX (PilX)	0	1	1	NA	COG4726	GC_00002448, GC_00005804, GC_00006435	1	1	1	1
ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)	0	1	1	NA	COG1653	GC_00000751, GC_00002388, GC_00003618, GC_00005927, GC_00006015, GC_00007063, GC_00007462	1	1	1	1
Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain (UbiJ) (PUBMED:24142253;28559279)	0	1	1	NA	COG3165	GC_00004422, GC_00007409	1	1	1	1
Transmembrane transcriptional regulator RsiW (anti-sigma-W factor) (RsiW)	0	1	1	NA	COG5662	GC_00001927, GC_00004483, GC_00006991, GC_00007532	1	1	1	1
Flagellar basal body P-ring formation protein FlgA (FlgA) (PDB:3VJP)	0	1	1	NA	COG1261	GC_00003300, GC_00003907	1	1	1	1
Succinate dehydrogenase/fumarate reductase, Fe-S protein subunit (SdhB/FrdB) (PDB:6LUM)	0	1	1	NA	COG0479	GC_00000608, GC_00003824	1	1	1	1
Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB (PulE) (PDB:4KSR)	0	1	1	NA	COG2804	GC_00000890, GC_00005410, GC_00007877, GC_00008397	1	1	1	1
Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase) (Pnp) (PDB:1E3P)	0	1	1	NA	COG1185	GC_00000338	1	1	1	1
Exonuclease I (degrades ssDNA) (SbcB) (PDB:1FXX)	0	1	1	NA	COG2925	GC_00002377, GC_00003075	1	1	1	1
FoF1-type ATP synthase, gamma subunit (AtpG) (PDB:3OAA) (PUBMED:15326535)	0	1	1	NA	COG0224	GC_00001094, GC_00008535	1	1	1	1
MraZ, DNA-binding transcriptional regulator and inhibitor of RsmH methyltransferase activity (MraZ) (PDB:1N0E)	0	1	1	NA	COG2001	GC_00003605, GC_00006836	1	1	1	1
Phage protein D (gpD)	0	1	1	NA	COG3500	GC_00000269, GC_00004332, GC_00006793	1	1	1	1
Flagellin-specific chaperone FliS (FliS) (PDB:1ORJ)	0	1	1	NA	COG1516	GC_00006341, GC_00007934	1	1	1	1
NADH:ubiquinone oxidoreductase, NADH-binding 51 kD subunit (chain F) (NuoF) (PDB:2FUG)	0	1	1	NA	COG1894	GC_00000075, GC_00002675, GC_00004315, GC_00004388	1	1	1	1
Cytochrome c peroxidase (MauG) (PDB:1EB7)	0	1	1	NA	COG1858	GC_00006473, GC_00007765, GC_00008367, GC_00008370	1	1	1	1
Ribosomal protein L31 (RpmE) (PDB:1VS6)	0	1	1	NA	COG0254	GC_00005497, GC_00007114	1	1	1	1
Acetyl/propionyl-CoA carboxylase, alpha subunit (PccA) (PDB:3U9S)	0	1	1	NA	COG4770	GC_00002406, GC_00004639	1	1	1	1
DNA repair ATPase RecN (RecN) (PDB:4AD8)	0	1	1	NA	COG0497	GC_00001926, GC_00002966	1	1	1	1
Copper chaperone CopZ (CopZ) (PDB:1AFI)	0	1	1	NA	COG2608	GC_00004034, GC_00007840	1	1	1	1
Hemolysin activation/secretion protein (FhaC) (PDB:2MHJ)	0	1	1	NA	COG2831	GC_00000628, GC_00000962, GC_00001640, GC_00003913, GC_00004875, GC_00007770, GC_00008425	1	1	1	1
Transcription-repair coupling factor (superfamily II helicase) (Mfd) (PDB:2EYQ)	0	1	1	NA	COG1197	GC_00002739, GC_00006785	1	1	1	1
Serine acetyltransferase (CysE) (PDB:1T3D)	0	1	1	NA	COG1045	GC_00000429, GC_00006075, GC_00006922	1	1	1	1
NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G) (NuoG) (PDB:1C4A)	0	1	1	NA	COG1034	GC_00002348, GC_00002574, GC_00007084	1	1	1	1
Ribosomal protein L16/L10AE (RplP) (PDB:1WKI)	0	1	1	NA	COG0197	GC_00000981	1	1	1	1
DNA mismatch repair ATPase MutL (MutL) (PDB:1B62)	0	1	1	NA	COG0323	GC_00003225, GC_00004815	1	1	1	1
tRNA(Arg) A34 adenosine deaminase TadA (TadA) (PDB:2A8N)	0	1	1	NA	COG0590	GC_00000994	1	1	1	1
Heme/copper-type cytochrome/quinol oxidase, subunit 3 (CyoC) (PDB:1QLE)	0	1	1	NA	COG1845	GC_00000217, GC_00000251, GC_00004448, GC_00005175	1	1	1	1
Type II secretory pathway, component PulF (PulF) (PDB:2VMA)	0	1	1	NA	COG1459	GC_00000885, GC_00002514	1	1	1	1
4-diphosphocytidyl-2C-methyl-D-erythritol kinase (IspE) (PDB:1OJ4)	0	1	1	NA	COG1947	GC_00005526, GC_00007708	1	1	1	1
Translation initiation factor IF-1 (InfA) (PDB:5FIM)	0	1	1	NA	COG0361	GC_00000667	1	1	1	1
Transposase and inactivated derivatives, TnpA family	0	1	1	NA	COG4644	GC_00001641, GC_00005342	1	1	1	1
Cysteinyl-tRNA synthetase (CysS) (PDB:1LI5)	0	1	1	NA	COG0215	GC_00000615, GC_00006973	1	1	1	1
UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (LpxD) (PDB:6P83)	0	1	1	NA	COG1044	GC_00003632, GC_00007416	1	1	1	1
Short-chain dehydrogenase (YqjQ)	0	1	1	NA	COG0300	GC_00001201, GC_00001313, GC_00002849, GC_00002908, GC_00003945, GC_00006357, GC_00006552, GC_00006637, GC_00006677, GC_00007170, GC_00007217, GC_00007224, GC_00007453, GC_00008262	1	1	1	1
Cell division protein CpoB, coordinates peptidoglycan biosynthesis and outer membrane constriction (CpoB) (PDB:2WZ7) (PUBMED:25951518)	0	1	1	NA	COG1729	GC_00001633, GC_00002549, GC_00007321	1	1	1	1
Ribosomal protein S20 (RpsT) (PDB:4V4H)	0	1	1	NA	COG0268	GC_00000999	1	1	1	1
Transglutaminase-like enzyme, putative cysteine protease (YebA) (PDB:3ISR)	0	1	1	NA	COG1305	GC_00000196, GC_00001502, GC_00005304, GC_00005899, GC_00006083, GC_00006471, GC_00008474	1	1	1	1
ABC-type lipoprotein export system, ATPase component (LolD) (PDB:5GKO)	0	1	1	NA	COG1136	GC_00000455, GC_00001136, GC_00003044, GC_00005236, GC_00007432	1	1	1	1
Lipoate synthase (LipA) (PDB:4U0O) (PUBMED:27941785)	0	1	1	NA	COG0320	GC_00000358	1	1	1	1
Septal ring factor EnvC, activator of murein hydrolases AmiA and AmiB (EnvC)	0	1	1	NA	COG4942	GC_00005537, GC_00005736	1	1	1	1
DNA-binding transcriptional regulator, Lrp family (Lrp) (PDB:1I1G)	0	1	1	NA	COG1522	GC_00000113, GC_00000116, GC_00000346, GC_00000400, GC_00000677, GC_00000946, GC_00001158, GC_00001587, GC_00001764, GC_00001798, GC_00002602, GC_00004265, GC_00004348, GC_00005669, GC_00005728, GC_00006074, GC_00006885, GC_00006894, GC_00006902, GC_00007191, GC_00008038	1	1	1	1
